#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   178   0.519700E+04  -0.373553E+02   0.173494E-03  -0.373553E+02   0.835713E+00  -0.694405E-06   0.173494E-03  -0.694405E-06   0.642937E-07
   179   0.522082E+04  -0.366438E+02   0.172075E-03  -0.366438E+02   0.824646E+00  -0.680037E-06   0.172075E-03  -0.680037E-06   0.639522E-07
   180   0.524420E+04  -0.359050E+02   0.170671E-03  -0.359050E+02   0.813697E+00  -0.665829E-06   0.170671E-03  -0.665829E-06   0.636136E-07
   181   0.526711E+04  -0.351388E+02   0.169283E-03  -0.351388E+02   0.802896E+00  -0.651770E-06   0.169283E-03  -0.651770E-06   0.632778E-07
   182   0.528955E+04  -0.343454E+02   0.167909E-03  -0.343454E+02   0.792274E+00  -0.637849E-06   0.167909E-03  -0.637849E-06   0.629448E-07
   183   0.531153E+04  -0.335249E+02   0.166550E-03  -0.335249E+02   0.781852E+00  -0.624054E-06   0.166550E-03  -0.624054E-06   0.626146E-07
   184   0.533302E+04  -0.326776E+02   0.165206E-03  -0.326776E+02   0.771667E+00  -0.610373E-06   0.165206E-03  -0.610373E-06   0.622871E-07
   185   0.535403E+04  -0.318034E+02   0.163875E-03  -0.318034E+02   0.761756E+00  -0.596795E-06   0.163875E-03  -0.596795E-06   0.619623E-07
   186   0.537453E+04  -0.309026E+02   0.162558E-03  -0.309026E+02   0.752143E+00  -0.583309E-06   0.162558E-03  -0.583309E-06   0.616401E-07
   187   0.539454E+04  -0.299754E+02   0.161254E-03  -0.299754E+02   0.742857E+00  -0.569903E-06   0.161254E-03  -0.569903E-06   0.613206E-07
   188   0.541404E+04  -0.290220E+02   0.159963E-03  -0.290220E+02   0.733939E+00  -0.556566E-06   0.159963E-03  -0.556566E-06   0.610038E-07
   189   0.543302E+04  -0.280426E+02   0.158684E-03  -0.280426E+02   0.725419E+00  -0.543285E-06   0.158684E-03  -0.543285E-06   0.606895E-07
   190   0.545148E+04  -0.270375E+02   0.157418E-03  -0.270375E+02   0.717333E+00  -0.530051E-06   0.157418E-03  -0.530051E-06   0.603778E-07
   191   0.546941E+04  -0.260070E+02   0.156163E-03  -0.260070E+02   0.709711E+00  -0.516850E-06   0.156163E-03  -0.516850E-06   0.600686E-07
   192   0.548680E+04  -0.249511E+02   0.154920E-03  -0.249511E+02   0.702589E+00  -0.503672E-06   0.154920E-03  -0.503672E-06   0.597619E-07
   193   0.550364E+04  -0.238702E+02   0.153689E-03  -0.238702E+02   0.696001E+00  -0.490505E-06   0.153689E-03  -0.490505E-06   0.594577E-07
   194   0.551994E+04  -0.227648E+02   0.152468E-03  -0.227648E+02   0.689981E+00  -0.477338E-06   0.152468E-03  -0.477338E-06   0.591560E-07
   195   0.553568E+04  -0.216349E+02   0.151257E-03  -0.216349E+02   0.684566E+00  -0.464159E-06   0.151257E-03  -0.464159E-06   0.588567E-07
   196   0.555086E+04  -0.204812E+02   0.150057E-03  -0.204812E+02   0.679791E+00  -0.450957E-06   0.150057E-03  -0.450957E-06   0.585597E-07
   197   0.556550E+04  -0.193038E+02   0.148866E-03  -0.193038E+02   0.675694E+00  -0.437719E-06   0.148866E-03  -0.437719E-06   0.582652E-07
   198   0.557957E+04  -0.181032E+02   0.147685E-03  -0.181032E+02   0.672310E+00  -0.424436E-06   0.147685E-03  -0.424436E-06   0.579730E-07
   199   0.559307E+04  -0.168796E+02   0.146513E-03  -0.168796E+02   0.669675E+00  -0.411095E-06   0.146513E-03  -0.411095E-06   0.576831E-07
   200   0.560600E+04  -0.156337E+02   0.145350E-03  -0.156337E+02   0.667825E+00  -0.397685E-06   0.145350E-03  -0.397685E-06   0.573955E-07
   201   0.561836E+04  -0.143655E+02   0.144195E-03  -0.143655E+02   0.666796E+00  -0.384196E-06   0.144195E-03  -0.384196E-06   0.571101E-07
   202   0.563014E+04  -0.130757E+02   0.143049E-03  -0.130757E+02   0.666626E+00  -0.370630E-06   0.143049E-03  -0.370630E-06   0.568270E-07
   203   0.564131E+04  -0.117646E+02   0.141911E-03  -0.117646E+02   0.667352E+00  -0.356989E-06   0.141911E-03  -0.356989E-06   0.565461E-07
   204   0.565188E+04  -0.104326E+02   0.140781E-03  -0.104326E+02   0.669008E+00  -0.343277E-06   0.140781E-03  -0.343277E-06   0.562674E-07
   205   0.566182E+04  -0.908023E+01   0.139660E-03  -0.908023E+01   0.671634E+00  -0.329496E-06   0.139660E-03  -0.329496E-06   0.559909E-07
   206   0.567114E+04  -0.770779E+01   0.138547E-03  -0.770779E+01   0.675264E+00  -0.315651E-06   0.138547E-03  -0.315651E-06   0.557165E-07
   207   0.567982E+04  -0.631569E+01   0.137442E-03  -0.631569E+01   0.679936E+00  -0.301743E-06   0.137442E-03  -0.301743E-06   0.554443E-07
   208   0.568786E+04  -0.490453E+01   0.136345E-03  -0.490453E+01   0.685687E+00  -0.287776E-06   0.136345E-03  -0.287776E-06   0.551743E-07
   209   0.569528E+04  -0.347485E+01   0.135255E-03  -0.347485E+01   0.692552E+00  -0.273754E-06   0.135255E-03  -0.273754E-06   0.549063E-07
   210   0.570208E+04  -0.202719E+01   0.134174E-03  -0.202719E+01   0.700569E+00  -0.259679E-06   0.134174E-03  -0.259679E-06   0.546404E-07
   211   0.570825E+04  -0.562119E+00   0.133101E-03  -0.562119E+00   0.709776E+00  -0.245555E-06   0.133101E-03  -0.245555E-06   0.543766E-07
   212   0.571382E+04   0.919814E+00   0.132036E-03   0.919814E+00   0.720207E+00  -0.231383E-06   0.132036E-03  -0.231383E-06   0.541149E-07
   213   0.571878E+04   0.241805E+01   0.130979E-03   0.241805E+01   0.731900E+00  -0.217169E-06   0.130979E-03  -0.217169E-06   0.538552E-07
   214   0.572314E+04   0.393204E+01   0.129929E-03   0.393204E+01   0.744893E+00  -0.202914E-06   0.129929E-03  -0.202914E-06   0.535975E-07
   215   0.572690E+04   0.546119E+01   0.128887E-03   0.546119E+01   0.759214E+00  -0.188623E-06   0.128887E-03  -0.188623E-06   0.533418E-07
   216   0.573004E+04   0.700491E+01   0.127853E-03   0.700491E+01   0.774909E+00  -0.174297E-06   0.127853E-03  -0.174297E-06   0.530881E-07
   217   0.573257E+04   0.856259E+01   0.126826E-03   0.856259E+01   0.792009E+00  -0.159940E-06   0.126826E-03  -0.159940E-06   0.528364E-07
   218   0.573449E+04   0.101337E+02   0.125807E-03   0.101337E+02   0.810542E+00  -0.145556E-06   0.125807E-03  -0.145556E-06   0.525866E-07
   219   0.573578E+04   0.117176E+02   0.124795E-03   0.117176E+02   0.830554E+00  -0.131147E-06   0.124795E-03  -0.131147E-06   0.523387E-07
   220   0.573644E+04   0.133137E+02   0.123791E-03   0.133137E+02   0.852073E+00  -0.116716E-06   0.123791E-03  -0.116716E-06   0.520927E-07
   221   0.573648E+04   0.149213E+02   0.122794E-03   0.149213E+02   0.875130E+00  -0.102267E-06   0.122794E-03  -0.102267E-06   0.518487E-07
   222   0.573589E+04   0.165400E+02   0.121805E-03   0.165400E+02   0.899769E+00  -0.878029E-07   0.121805E-03  -0.878029E-07   0.516065E-07
   223   0.573466E+04   0.181690E+02   0.120823E-03   0.181690E+02   0.926013E+00  -0.733264E-07   0.120823E-03  -0.733264E-07   0.513661E-07
   224   0.573281E+04   0.198076E+02   0.119848E-03   0.198076E+02   0.953899E+00  -0.588407E-07   0.119848E-03  -0.588407E-07   0.511276E-07
   225   0.573033E+04   0.214552E+02   0.118881E-03   0.214552E+02   0.983448E+00  -0.443492E-07   0.118881E-03  -0.443492E-07   0.508910E-07
   226   0.572723E+04   0.231111E+02   0.117920E-03   0.231111E+02   0.101471E+01  -0.298547E-07   0.117920E-03  -0.298547E-07   0.506561E-07
   227   0.572350E+04   0.247747E+02   0.116967E-03   0.247747E+02   0.104770E+01  -0.153606E-07   0.116967E-03  -0.153606E-07   0.504230E-07
   228   0.571915E+04   0.264452E+02   0.116021E-03   0.264452E+02   0.108246E+01  -0.869800E-09   0.116021E-03  -0.869800E-09   0.501916E-07
   229   0.571419E+04   0.281221E+02   0.115081E-03   0.281221E+02   0.111901E+01   0.136145E-07   0.115081E-03   0.136145E-07   0.499620E-07
   230   0.570860E+04   0.298046E+02   0.114149E-03   0.298046E+02   0.115739E+01   0.280892E-07   0.114149E-03   0.280892E-07   0.497341E-07
   231   0.570239E+04   0.314920E+02   0.113224E-03   0.314920E+02   0.119762E+01   0.425511E-07   0.113224E-03   0.425511E-07   0.495080E-07
   232   0.569558E+04   0.331836E+02   0.112305E-03   0.331836E+02   0.123972E+01   0.569972E-07   0.112305E-03   0.569972E-07   0.492835E-07
   233   0.568815E+04   0.348787E+02   0.111393E-03   0.348787E+02   0.128373E+01   0.714244E-07   0.111393E-03   0.714244E-07   0.490607E-07
   234   0.568010E+04   0.365765E+02   0.110488E-03   0.365765E+02   0.132968E+01   0.858295E-07   0.110488E-03   0.858295E-07   0.488395E-07
   235   0.567145E+04   0.382765E+02   0.109590E-03   0.382765E+02   0.137758E+01   0.100209E-06   0.109590E-03   0.100209E-06   0.486200E-07
   236   0.566219E+04   0.399779E+02   0.108699E-03   0.399779E+02   0.142747E+01   0.114561E-06   0.108699E-03   0.114561E-06   0.484021E-07
   237   0.565233E+04   0.416798E+02   0.107814E-03   0.416798E+02   0.147937E+01   0.128881E-06   0.107814E-03   0.128881E-06   0.481858E-07
   238   0.564187E+04   0.433816E+02   0.106935E-03   0.433816E+02   0.153329E+01   0.143167E-06   0.106935E-03   0.143167E-06   0.479711E-07
   239   0.563082E+04   0.450826E+02   0.106063E-03   0.450826E+02   0.158925E+01   0.157415E-06   0.106063E-03   0.157415E-06   0.477579E-07
   240   0.561917E+04   0.467819E+02   0.105198E-03   0.467819E+02   0.164729E+01   0.171622E-06   0.105198E-03   0.171622E-06   0.475463E-07
   241   0.560692E+04   0.484790E+02   0.104338E-03   0.484790E+02   0.170743E+01   0.185785E-06   0.104338E-03   0.185785E-06   0.473362E-07
   242   0.559410E+04   0.501729E+02   0.103486E-03   0.501729E+02   0.176968E+01   0.199902E-06   0.103486E-03   0.199902E-06   0.471277E-07
   243   0.558070E+04   0.518630E+02   0.102639E-03   0.518630E+02   0.183406E+01   0.213968E-06   0.102639E-03   0.213968E-06   0.469206E-07
   244   0.556672E+04   0.535486E+02   0.101799E-03   0.535486E+02   0.190058E+01   0.227981E-06   0.101799E-03   0.227981E-06   0.467149E-07
   245   0.555217E+04   0.552289E+02   0.100965E-03   0.552289E+02   0.196928E+01   0.241938E-06   0.100965E-03   0.241938E-06   0.465108E-07
   246   0.553706E+04   0.569033E+02   0.100137E-03   0.569033E+02   0.204014E+01   0.255835E-06   0.100137E-03   0.255835E-06   0.463080E-07
   247   0.552139E+04   0.585710E+02   0.993150E-04   0.585710E+02   0.211320E+01   0.269670E-06   0.993150E-04   0.269670E-06   0.461067E-07
   248   0.550518E+04   0.602312E+02   0.984991E-04   0.602312E+02   0.218848E+01   0.283439E-06   0.984991E-04   0.283439E-06   0.459068E-07
   249   0.548842E+04   0.618833E+02   0.976893E-04   0.618833E+02   0.226597E+01   0.297139E-06   0.976893E-04   0.297139E-06   0.457082E-07
   250   0.547112E+04   0.635265E+02   0.968854E-04   0.635265E+02   0.234570E+01   0.310768E-06   0.968854E-04   0.310768E-06   0.455110E-07
   251   0.545327E+04   0.651599E+02   0.960874E-04   0.651599E+02   0.242766E+01   0.324321E-06   0.960874E-04   0.324321E-06   0.453152E-07
   252   0.543490E+04   0.667828E+02   0.952952E-04   0.667828E+02   0.251187E+01   0.337801E-06   0.952952E-04   0.337801E-06   0.451207E-07
   253   0.541598E+04   0.683944E+02   0.945088E-04   0.683944E+02   0.259834E+01   0.351206E-06   0.945088E-04   0.351206E-06   0.449275E-07
   254   0.539655E+04   0.699938E+02   0.937282E-04   0.699938E+02   0.268706E+01   0.364537E-06   0.937282E-04   0.364537E-06   0.447356E-07
   255   0.537658E+04   0.715804E+02   0.929532E-04   0.715804E+02   0.277805E+01   0.377796E-06   0.929532E-04   0.377796E-06   0.445450E-07
   256   0.535608E+04   0.731533E+02   0.921839E-04   0.731533E+02   0.287131E+01   0.390981E-06   0.921839E-04   0.390981E-06   0.443557E-07
   257   0.533508E+04   0.747120E+02   0.914202E-04   0.747120E+02   0.296684E+01   0.404094E-06   0.914202E-04   0.404094E-06   0.441677E-07
   258   0.531358E+04   0.762554E+02   0.906621E-04   0.762554E+02   0.306464E+01   0.417135E-06   0.906621E-04   0.417135E-06   0.439810E-07
   259   0.529158E+04   0.777839E+02   0.899094E-04   0.777839E+02   0.316471E+01   0.430104E-06   0.899094E-04   0.430104E-06   0.437955E-07
   260   0.526912E+04   0.792953E+02   0.891622E-04   0.792953E+02   0.326706E+01   0.443003E-06   0.891622E-04   0.443003E-06   0.436112E-07
   261   0.524619E+04   0.807904E+02   0.884205E-04   0.807904E+02   0.337169E+01   0.455831E-06   0.884205E-04   0.455831E-06   0.434283E-07
   262   0.522281E+04   0.822677E+02   0.876840E-04   0.822677E+02   0.347858E+01   0.468588E-06   0.876840E-04   0.468588E-06   0.432465E-07
   263   0.519899E+04   0.837271E+02   0.869529E-04   0.837271E+02   0.358775E+01   0.481276E-06   0.869529E-04   0.481276E-06   0.430660E-07
   264   0.517474E+04   0.851672E+02   0.862271E-04   0.851672E+02   0.369918E+01   0.493894E-06   0.862271E-04   0.493894E-06   0.428866E-07
   265   0.515006E+04   0.865888E+02   0.855065E-04   0.865888E+02   0.381287E+01   0.506444E-06   0.855065E-04   0.506444E-06   0.427085E-07
   266   0.512496E+04   0.879896E+02   0.847910E-04   0.879896E+02   0.392880E+01   0.518925E-06   0.847910E-04   0.518925E-06   0.425315E-07
   267   0.509945E+04   0.893689E+02   0.840807E-04   0.893689E+02   0.404696E+01   0.531338E-06   0.840807E-04   0.531338E-06   0.423558E-07
   268   0.507353E+04   0.907273E+02   0.833755E-04   0.907273E+02   0.416733E+01   0.543684E-06   0.833755E-04   0.543684E-06   0.421812E-07
   269   0.504719E+04   0.920628E+02   0.826753E-04   0.920628E+02   0.428993E+01   0.555962E-06   0.826753E-04   0.555962E-06   0.420077E-07
   270   0.502046E+04   0.933759E+02   0.819800E-04   0.933759E+02   0.441471E+01   0.568174E-06   0.819800E-04   0.568174E-06   0.418354E-07
   271   0.499335E+04   0.946646E+02   0.812897E-04   0.946646E+02   0.454168E+01   0.580319E-06   0.812897E-04   0.580319E-06   0.416642E-07
   272   0.496585E+04   0.959295E+02   0.806043E-04   0.959295E+02   0.467081E+01   0.592399E-06   0.806043E-04   0.592399E-06   0.414942E-07
   273   0.493800E+04   0.971692E+02   0.799238E-04   0.971692E+02   0.480208E+01   0.604413E-06   0.799238E-04   0.604413E-06   0.413253E-07
   274   0.490978E+04   0.983843E+02   0.792480E-04   0.983843E+02   0.493548E+01   0.616362E-06   0.792480E-04   0.616362E-06   0.411575E-07
   275   0.488121E+04   0.995728E+02   0.785770E-04   0.995728E+02   0.507098E+01   0.628247E-06   0.785770E-04   0.628247E-06   0.409907E-07
   276   0.485231E+04   0.100735E+03   0.779107E-04   0.100735E+03   0.520857E+01   0.640068E-06   0.779107E-04   0.640068E-06   0.408251E-07
   277   0.482309E+04   0.101870E+03   0.772490E-04   0.101870E+03   0.534823E+01   0.651825E-06   0.772490E-04   0.651825E-06   0.406605E-07
   278   0.479355E+04   0.102977E+03   0.765919E-04   0.102977E+03   0.548992E+01   0.663519E-06   0.765919E-04   0.663519E-06   0.404970E-07
   279   0.476370E+04   0.104056E+03   0.759394E-04   0.104056E+03   0.563363E+01   0.675150E-06   0.759394E-04   0.675150E-06   0.403346E-07
   280   0.473356E+04   0.105107E+03   0.752914E-04   0.105107E+03   0.577931E+01   0.686719E-06   0.752914E-04   0.686719E-06   0.401732E-07
   281   0.470314E+04   0.106128E+03   0.746478E-04   0.106128E+03   0.592695E+01   0.698226E-06   0.746478E-04   0.698226E-06   0.400128E-07
   282   0.467244E+04   0.107120E+03   0.740087E-04   0.107120E+03   0.607650E+01   0.709671E-06   0.740087E-04   0.709671E-06   0.398535E-07
   283   0.464147E+04   0.108081E+03   0.733740E-04   0.108081E+03   0.622796E+01   0.721056E-06   0.733740E-04   0.721056E-06   0.396951E-07
   284   0.461025E+04   0.109011E+03   0.727435E-04   0.109011E+03   0.638127E+01   0.732380E-06   0.727435E-04   0.732380E-06   0.395378E-07
   285   0.457879E+04   0.109910E+03   0.721173E-04   0.109910E+03   0.653642E+01   0.743644E-06   0.721173E-04   0.743644E-06   0.393815E-07
   286   0.454708E+04   0.110778E+03   0.714954E-04   0.110778E+03   0.669336E+01   0.754848E-06   0.714954E-04   0.754848E-06   0.392261E-07
   287   0.451516E+04   0.111613E+03   0.708776E-04   0.111613E+03   0.685204E+01   0.765993E-06   0.708776E-04   0.765993E-06   0.390717E-07
   288   0.448303E+04   0.112416E+03   0.702640E-04   0.112416E+03   0.701246E+01   0.777079E-06   0.702640E-04   0.777079E-06   0.389183E-07
   289   0.445068E+04   0.113186E+03   0.696544E-04   0.113186E+03   0.717455E+01   0.788107E-06   0.696544E-04   0.788107E-06   0.387658E-07
   290   0.441815E+04   0.113923E+03   0.690489E-04   0.113923E+03   0.733828E+01   0.799076E-06   0.690489E-04   0.799076E-06   0.386143E-07
   291   0.438545E+04   0.114626E+03   0.684473E-04   0.114626E+03   0.750363E+01   0.809989E-06   0.684473E-04   0.809989E-06   0.384637E-07
   292   0.435256E+04   0.115294E+03   0.678498E-04   0.115294E+03   0.767046E+01   0.820844E-06   0.678498E-04   0.820844E-06   0.383140E-07
   293   0.431951E+04   0.115929E+03   0.672560E-04   0.115929E+03   0.783886E+01   0.831643E-06   0.672560E-04   0.831643E-06   0.381652E-07
   294   0.428632E+04   0.116528E+03   0.666662E-04   0.116528E+03   0.800875E+01   0.842385E-06   0.666662E-04   0.842385E-06   0.380174E-07
   295   0.425297E+04   0.117092E+03   0.660801E-04   0.117092E+03   0.817997E+01   0.853072E-06   0.660801E-04   0.853072E-06   0.378704E-07
   296   0.421950E+04   0.117621E+03   0.654978E-04   0.117621E+03   0.835260E+01   0.863703E-06   0.654978E-04   0.863703E-06   0.377243E-07
   297   0.418588E+04   0.118112E+03   0.649192E-04   0.118112E+03   0.852649E+01   0.874280E-06   0.649192E-04   0.874280E-06   0.375790E-07
   298   0.415216E+04   0.118567E+03   0.643442E-04   0.118567E+03   0.870165E+01   0.884802E-06   0.643442E-04   0.884802E-06   0.374347E-07
   299   0.411834E+04   0.118986E+03   0.637729E-04   0.118986E+03   0.887800E+01   0.895270E-06   0.637729E-04   0.895270E-06   0.372911E-07
   300   0.408441E+04   0.119367E+03   0.632051E-04   0.119367E+03   0.905546E+01   0.905685E-06   0.632051E-04   0.905685E-06   0.371485E-07
   301   0.405041E+04   0.119711E+03   0.626409E-04   0.119711E+03   0.923411E+01   0.916045E-06   0.626409E-04   0.916045E-06   0.370066E-07
   302   0.401634E+04   0.120019E+03   0.620801E-04   0.120019E+03   0.941372E+01   0.926348E-06   0.620801E-04   0.926348E-06   0.368656E-07
   303   0.398221E+04   0.120289E+03   0.615229E-04   0.120289E+03   0.959438E+01   0.936588E-06   0.615229E-04   0.936588E-06   0.367253E-07
   304   0.394804E+04   0.120522E+03   0.609693E-04   0.120522E+03   0.977600E+01   0.946761E-06   0.609693E-04   0.946761E-06   0.365859E-07
   305   0.391384E+04   0.120717E+03   0.604192E-04   0.120717E+03   0.995852E+01   0.956862E-06   0.604192E-04   0.956862E-06   0.364473E-07
   306   0.387960E+04   0.120874E+03   0.598726E-04   0.120874E+03   0.101419E+02   0.966886E-06   0.598726E-04   0.966886E-06   0.363095E-07
   307   0.384537E+04   0.120994E+03   0.593297E-04   0.120994E+03   0.103261E+02   0.976829E-06   0.593297E-04   0.976829E-06   0.361725E-07
   308   0.381113E+04   0.121076E+03   0.587903E-04   0.121076E+03   0.105110E+02   0.986686E-06   0.587903E-04   0.986686E-06   0.360362E-07
   309   0.377690E+04   0.121119E+03   0.582545E-04   0.121119E+03   0.106965E+02   0.996451E-06   0.582545E-04   0.996451E-06   0.359008E-07
   310   0.374267E+04   0.121125E+03   0.577223E-04   0.121125E+03   0.108826E+02   0.100612E-05   0.577223E-04   0.100612E-05   0.357661E-07
   311   0.370849E+04   0.121092E+03   0.571938E-04   0.121092E+03   0.110693E+02   0.101569E-05   0.571938E-04   0.101569E-05   0.356322E-07
   312   0.367433E+04   0.121020E+03   0.566689E-04   0.121020E+03   0.112564E+02   0.102516E-05   0.566689E-04   0.102516E-05   0.354991E-07
   313   0.364023E+04   0.120910E+03   0.561476E-04   0.120910E+03   0.114440E+02   0.103451E-05   0.561476E-04   0.103451E-05   0.353667E-07
   314   0.360619E+04   0.120762E+03   0.556300E-04   0.120762E+03   0.116318E+02   0.104375E-05   0.556300E-04   0.104375E-05   0.352350E-07
   315   0.357220E+04   0.120574E+03   0.551160E-04   0.120574E+03   0.118199E+02   0.105287E-05   0.551160E-04   0.105287E-05   0.351042E-07
   316   0.353830E+04   0.120348E+03   0.546058E-04   0.120348E+03   0.120083E+02   0.106187E-05   0.546058E-04   0.106187E-05   0.349740E-07
   317   0.350449E+04   0.120085E+03   0.540992E-04   0.120085E+03   0.121968E+02   0.107074E-05   0.540992E-04   0.107074E-05   0.348446E-07
   318   0.347078E+04   0.119782E+03   0.535963E-04   0.119782E+03   0.123853E+02   0.107947E-05   0.535963E-04   0.107947E-05   0.347159E-07
